20150605020418,00-00-00-00-00-01,10.0.0.1,10.0.0.2,1,0,0,5,800000000,0,0,5,800000000,0.000000
20150605020418,00-00-00-00-00-01,10.0.0.3,10.0.0.1,1,0,0,5,390000000,0,0,5,390000000,0.000000
20150605020418,00-00-00-00-00-01,10.0.0.3,10.0.0.1,1,0,0,5,620000000,0,0,5,620000000,0.000000
20150605020418,00-00-00-00-00-01,10.0.0.1,10.0.0.3,1,0,0,5,338000000,0,0,5,338000000,0.000000
20150605020418,00-00-00-00-00-01,10.0.0.2,10.0.0.1,1,0,0,5,603000000,0,0,5,603000000,0.000000
20150605020418,00-00-00-00-00-01,10.0.0.1,10.0.0.2,1,0,0,5,564000000,0,0,5,564000000,0.000000
20150605020418,00-00-00-00-00-01,10.0.0.2,10.0.0.1,1,0,0,5,759000000,0,0,5,759000000,0.000000
20150605020418,00-00-00-00-00-01,10.0.0.1,10.0.0.3,1,0,0,5,655000000,0,0,5,655000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.2,10.0.0.3,1,0,0,5,272000000,0,0,5,272000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.3,10.0.0.2,1,0,0,5,318000000,0,0,5,318000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.1,10.0.0.2,1,0,0,5,772000000,0,0,5,772000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.3,10.0.0.2,1,0,0,5,408000000,0,0,5,408000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.3,10.0.0.1,1,0,0,5,385000000,0,0,5,385000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.1,10.0.0.3,1,0,0,5,359000000,0,0,5,359000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.3,10.0.0.1,1,0,0,5,637000000,0,0,5,637000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.2,10.0.0.1,1,0,0,5,600000000,0,0,5,600000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.1,10.0.0.2,1,0,0,5,564000000,0,0,5,564000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.2,10.0.0.3,1,0,0,5,447000000,0,0,5,447000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.2,10.0.0.1,1,0,0,5,756000000,0,0,5,756000000,0.000000
20150605020418,00-00-00-00-00-02,10.0.0.1,10.0.0.3,1,0,0,5,656000000,0,0,5,656000000,0.000000
20150605020418,00-00-00-00-00-03,10.0.0.3,10.0.0.2,1,0,0,5,403000000,0,0,5,403000000,0.000000
20150605020418,00-00-00-00-00-03,10.0.0.3,10.0.0.2,1,0,0,5,314000000,0,0,5,314000000,0.000000
20150605020418,00-00-00-00-00-03,10.0.0.2,10.0.0.3,1,0,0,5,276000000,0,0,5,276000000,0.000000
20150605020418,00-00-00-00-00-03,10.0.0.3,10.0.0.1,1,0,0,5,381000000,0,0,5,381000000,0.000000
20150605020418,00-00-00-00-00-03,10.0.0.3,10.0.0.1,1,0,0,5,620000000,0,0,5,620000000,0.000000
20150605020418,00-00-00-00-00-03,10.0.0.1,10.0.0.3,1,0,0,5,344000000,0,0,5,344000000,0.000000
20150605020418,00-00-00-00-00-03,10.0.0.2,10.0.0.3,1,0,0,5,449000000,0,0,5,449000000,0.000000
20150605020418,00-00-00-00-00-03,10.0.0.1,10.0.0.3,1,0,0,5,658000000,0,0,5,658000000,0.000000
20150605020418,00-00-00-00-00-03,10.0.0.3,10.0.0.1,1,2,196,3,567000000,2,196,-2,-53000000,-95.470044
20150605020418,00-00-00-00-00-03,10.0.0.1,10.0.0.3,1,2,196,3,615000000,2,196,-2,-43000000,-95.937347
20150605020418,00-00-00-00-00-02,10.0.0.3,10.0.0.1,1,2,196,3,591000000,2,196,-2,-46000000,-95.796676
20150605020418,00-00-00-00-00-02,10.0.0.1,10.0.0.3,1,2,196,3,610000000,2,196,-2,-46000000,-95.796676
20150605020418,00-00-00-00-00-01,10.0.0.3,10.0.0.1,1,3,294,3,593000000,3,294,-2,-27000000,-145.041934
20150605020418,00-00-00-00-00-01,10.0.0.1,10.0.0.3,1,4,392,14,6000000,4,392,9,-649000000,46.940486
20150605020418,00-00-00-00-00-03,10.0.0.3,10.0.0.1,1,4,392,7,779000000,2,196,4,212000000,46.533713
20150605020418,00-00-00-00-00-03,10.0.0.1,10.0.0.3,1,4,392,7,827000000,2,196,4,212000000,46.533713
20150605020418,00-00-00-00-00-02,10.0.0.3,10.0.0.1,1,4,392,7,803000000,2,196,4,212000000,46.533713
20150605020418,00-00-00-00-00-02,10.0.0.1,10.0.0.3,1,4,392,7,822000000,2,196,4,212000000,46.533713
20150605020418,00-00-00-00-00-01,10.0.0.3,10.0.0.1,1,4,392,7,805000000,1,98,4,212000000,23.266857
20150605020418,00-00-00-00-00-01,10.0.0.1,10.0.0.3,1,5,490,18,218000000,1,98,4,212000000,23.266857
20150605020418,00-00-00-00-00-03,10.0.0.3,10.0.0.1,1,4,392,9,910000000,0,0,2,131000000,0.000000
